,name_number,name,structure,structure_type,space_group,exp_gap,reference,group_number,material_id,composition,electron density,cell density,cell volume,com_0,com_1,lattice constants a_0,lattice constants a_1,lattice constants b_0,lattice constants b_1,lattice constants c_0,lattice constants c_1,atomic radii(empirical)_0,atomic radii(empirical)_1,atomic radii(clementi)_0,atomic radii(clementi)_1,ionic radii(pauling)_0,ionic radii(pauling)_1,ionic radii(shannon)_0,ionic radii(shannon)_1,covalent radii_0,covalent radii_1,metal radii(waber)_0,metal radii(waber)_1,valence electron distance(schubert)_0,valence electron distance(schubert)_1,core electron distance(schubert)_0,core electron distance(schubert)_1,pseudo-potential radii(zunger)_0,pseudo-potential radii(zunger)_1,first ionization energy_0,first ionization energy_1,second ionization energy _0,second ionization energy _1,third ionization energy _0,third ionization energy _1,atomization enthalpy_0,atomization enthalpy_1,vaporization enthalpy_0,vaporization enthalpy_1,fusion enthalpy_0,fusion enthalpy_1,cohesive energy(Brewer)_0,cohesive energy(Brewer)_1,total energy_0,total energy_1,electron number_0,electron number_1,valence electron number_0,valence electron number_1,effective nuclear charge(slater)_0,effective nuclear charge(slater)_1,effective nuclear charge(clementi)_0,effective nuclear charge(clementi)_1,electronegativity(martynov&batsanov)_0,electronegativity(martynov&batsanov)_1,electronegativity(pauling)_0,electronegativity(pauling)_1,electronegativity(alfred-rochow)_0,electronegativity(alfred-rochow)_1,"atomic volume(villars,daams)_0","atomic volume(villars,daams)_1"
96,CuI216,CuI,Cubic,ZnS,F4(-)3m,2.8,11,216,mp-22895,"{'Cu': 1.0, 'I': 1.0}",2.985545355095582,5.75719533,27.46566883,1.0,1.0,3.6149,7.1802,3.6149,4.7102,3.6149,9.8103,1.35,1.4,1.45,1.15,0.96,0.46,0.77,0.95,1.32,1.39,1.278,1.39,2.55,1.69,1.12,1.17,2.04,1.585,7.752,10.487,20.363,19.198,36.962,33.114,3.518,1.111,3.19,0.433,0.136,0.081,3.49,1.11,4.099,1.519,29,53,11,7,4.2,7.6,5.84,11.61,1.08,2.76,1.9,2.66,1.75,2.21,1.181,4.263
97,GaAs216,GaAs,Cubic,ZnS,F4(-)3m,1.52,11,216,mp-2534,"{'Ga': 1.0, 'As': 1.0}",2.692929877653369,5.053198872,23.765936325,1.0,1.0,4.5197,3.7598,7.6633,3.7598,4.526,10.5475,1.3,1.15,1.36,1.14,0.63,0.46,0.62,0.58,1.22,1.19,1.411,1.39,2.0,1.86,1.38,1.15,1.695,1.415,6.02,9.844,20.582,18.699,30.815,28.444,2.881,3.146,2.811,0.332,0.058,0.288,2.81,2.96,3.037,4.658,31,33,3,5,5.0,6.3,6.22,7.45,1.7,2.27,1.81,2.18,1.82,2.2,1.947,2.152
98,GaP216,GaP,Cubic,ZnS,F4(-)3m,2.32,11,216,mp-2490,"{'P': 1.0, 'Ga': 1.0}",2.2042866261261858,4.006312614,20.868429475,1.0,1.0,4.5197,11.45,7.6633,5.503,4.526,11.261,1.3,1.0,1.36,0.98,0.63,0.36,0.62,0.44,1.22,1.07,1.411,1.28,2.0,1.54,1.38,1.09,1.695,1.24,6.02,10.522,20.582,19.791,30.815,30.285,2.881,3.272,2.811,0.54,0.058,0.007,2.81,3.43,3.037,5.405,31,15,3,5,5.0,4.8,6.22,4.89,1.7,2.32,1.81,2.19,1.82,2.06,1.947,1.899
99,GaSb216,GaSb,Cubic,ZnS,F4(-)3m,0.813,1,216,mp-1156,"{'Ga': 1.0, 'Sb': 1.0}",2.7272754005771014,5.28767143,30.066637195,1.0,1.0,4.5197,4.307,7.6633,4.307,4.526,11.273,1.3,1.45,1.36,1.33,0.63,0.57,0.62,0.76,1.22,1.39,1.411,1.59,2.0,2.15,1.38,1.32,1.695,1.765,6.02,8.67,20.582,16.588,30.815,25.386,2.881,2.728,2.811,1.724,0.058,0.205,2.81,2.75,3.037,4.128,31,51,3,5,5.0,6.3,6.22,9.99,1.7,2.14,1.81,2.05,1.82,1.82,1.947,2.997
100,HgS216,HgS,Cubic,ZnS,F4(-)3m,0.7,555,216,mp-1123,"{'S': 1.0, 'Hg': 1.0}",3.54249721544036,7.128034118,27.0995273,1.0,1.0,3.005,10.437,3.005,12.845,3.005,24.369,1.5,1.0,1.71,0.88,0.97,0.32,1.2,0.37,1.32,1.05,1.573,1.27,2.39,1.44,1.4,1.03,2.41,1.1,10.473,10.396,18.814,23.41,34.32,34.954,0.638,2.9,0.615,0.1,0.024,0.018,0.67,2.85,0.304,4.128,80,16,12,6,4.35,5.45,11.15,5.48,1.49,2.65,2.0,2.58,1.44,2.44,2.316,2.552
101,HgSe216,HgSe,Cubic,ZnS,F4(-)3m,0.12,11,216,mp-820,"{'Se': 1.0, 'Hg': 1.0}",3.692347627065364,7.517549948,30.87466607,1.0,1.0,3.005,9.054,3.005,9.083,3.005,11.601,1.5,1.15,1.71,1.03,0.97,0.41,1.2,0.5,1.32,1.2,1.573,1.4,2.39,1.77,1.4,1.04,2.41,1.285,10.473,9.785,18.814,21.268,34.32,30.93,0.638,2.362,0.615,0.936,0.024,0.056,0.67,2.25,0.304,3.489,80,34,12,6,4.35,6.95,11.15,8.29,1.49,2.54,2.0,2.55,1.44,2.48,2.316,2.727
102,HgTe216,HgTe,Cubic,ZnS,F4(-)3m,0.02,1,216,mp-2730,"{'Te': 1.0, 'Hg': 1.0}",3.574073994918464,7.37792179,36.932643305,1.0,1.0,3.005,4.4572,3.005,4.4572,3.005,5.929,1.5,1.4,1.71,1.23,0.97,0.51,1.2,0.97,1.32,1.38,1.573,1.6,2.39,1.82,1.4,1.24,2.41,1.67,10.473,9.04,18.814,18.668,34.32,28.059,0.638,2.046,0.615,1.088,0.024,0.182,0.67,2.23,0.304,3.142,80,52,12,6,4.35,6.95,11.15,10.81,1.49,2.38,2.0,2.1,1.44,2.01,2.316,3.394
103,InAs216,InAs,Cubic,ZnS,F4(-)3m,0.411,1,216,mp-20305,"{'As': 1.0, 'In': 1.0}",2.7773262416391877,5.335684242,29.524799345,1.0,1.0,3.2523,3.7598,3.2523,3.7598,4.9461,10.5475,1.55,1.15,1.56,1.14,0.76,0.46,0.8,0.58,1.42,1.19,1.663,1.39,2.3,1.86,1.49,1.15,2.05,1.415,5.806,9.844,18.938,18.699,28.132,28.444,2.53,3.146,2.411,0.332,0.034,0.288,2.52,2.96,2.722,4.658,49,33,3,5,5.0,6.3,8.47,7.45,1.63,2.27,1.78,2.18,1.49,2.2,2.617,2.152
104,InP216,InP,Cubic,ZnS,F4(-)3m,1.42,1,216,mp-20351,"{'P': 1.0, 'In': 1.0}",2.4224080282356786,4.581623554,26.4199917,1.0,1.0,3.2523,11.45,3.2523,5.503,4.9461,11.261,1.55,1.0,1.56,0.98,0.76,0.36,0.8,0.44,1.42,1.07,1.663,1.28,2.3,1.54,1.49,1.09,2.05,1.24,5.806,10.522,18.938,19.791,28.132,30.285,2.53,3.272,2.411,0.54,0.034,0.007,2.52,3.43,2.722,5.405,49,15,3,5,5.0,4.8,8.47,4.89,1.63,2.32,1.78,2.19,1.49,2.06,2.617,1.899
105,InSb216,InSb,Cubic,ZnS,F4(-)3m,0.18,1,216,mp-20012,"{'In': 1.0, 'Sb': 1.0}",2.7410469428003124,5.38406041,36.482410585,1.0,1.0,3.2523,4.307,3.2523,4.307,4.9461,11.273,1.55,1.45,1.56,1.33,0.76,0.57,0.8,0.76,1.42,1.39,1.663,1.59,2.3,2.15,1.49,1.32,2.05,1.765,5.806,8.67,18.938,16.588,28.132,25.386,2.53,2.728,2.411,1.724,0.034,0.205,2.52,2.75,2.722,4.128,49,51,3,5,5.0,6.3,8.47,9.99,1.63,2.14,1.78,2.05,1.49,1.82,2.617,2.997
106,SiC216,SiC,Cubic,ZnS,F4(-)3m,2.379,10,216,mp-8062,"{'C': 1.0, 'Si': 1.0}",1.9047078799903983,3.170448429,10.50029782,1.0,1.0,5.4309,2.464,5.4309,2.464,5.4309,6.711,1.1,0.7,1.11,0.67,0.42,0.15,0.4,0.16,1.11,0.76,1.319,0.916,1.91,1.41,1.18,1.0,1.42,0.64,8.18,11.299,16.401,24.471,33.613,48.048,4.738,7.454,3.986,7.393,0.522,1.092,4.63,7.37,5.425,9.224,14,6,4,4,4.15,3.25,4.29,3.14,1.98,2.37,1.9,2.55,1.74,2.5,2.002,0.882
107,ZnS216,ZnS,Cubic,ZnS,F4(-)3m,3.6,46,216,mp-10695,"{'S': 1.0, 'Zn': 1.0}",2.2729701155517277,3.998929773,20.23783757,1.0,1.0,2.6649,10.437,2.6649,12.845,4.9468,24.369,1.35,1.0,1.42,0.88,0.78,0.32,0.74,0.37,1.22,1.05,1.394,1.27,2.21,1.44,1.25,1.03,1.88,1.1,9.427,10.396,18.023,23.41,39.863,34.954,1.359,2.9,1.188,0.1,0.076,0.018,1.35,2.85,1.273,4.128,30,16,12,6,4.35,5.45,5.97,5.48,1.44,2.65,1.65,2.58,1.66,2.44,1.521,2.552
108,ZnSe216,ZnSe,Cubic,ZnS,F4(-)3m,2.7,1,216,mp-1190,"{'Zn': 1.0, 'Se': 1.0}",2.703979017910355,5.064264572,23.668822715,1.0,1.0,2.6649,9.054,2.6649,9.083,4.9468,11.601,1.35,1.15,1.42,1.03,0.78,0.41,0.74,0.5,1.22,1.2,1.394,1.4,2.21,1.77,1.25,1.04,1.88,1.285,9.427,9.785,18.023,21.268,39.863,30.93,1.359,2.362,1.188,0.936,0.076,0.056,1.35,2.25,1.273,3.489,30,34,12,6,4.35,6.95,5.97,8.29,1.44,2.54,1.65,2.55,1.66,2.48,1.521,2.727
109,ZnTe216,ZnTe,Cubic,ZnS,F4(-)3m,2.35,555,216,mp-2176,"{'Zn': 1.0, 'Te': 1.0}",2.7728175420559658,5.418812151,29.572807715,1.0,1.0,2.6649,4.4572,2.6649,4.4572,4.9468,5.929,1.35,1.4,1.42,1.23,0.78,0.51,0.74,0.97,1.22,1.38,1.394,1.6,2.21,1.82,1.25,1.24,1.88,1.67,9.427,9.04,18.023,18.668,39.863,28.059,1.359,2.046,1.188,1.088,0.076,0.182,1.35,2.23,1.273,3.142,30,52,12,6,4.35,6.95,5.97,10.81,1.44,2.38,1.65,2.1,1.66,2.01,1.521,3.394
110,CsBr221,CsBr,Cubic,CsCl,Pm3(-)m,6.9,555,221,mp-22906,"{'Br': 1.0, 'Cs': 1.0}",2.123162594876117,4.16822115,42.389593815,1.0,1.0,6.141,6.7265,6.141,4.6451,6.141,8.7023,2.6,1.1,2.98,0.94,1.65,0.37,1.67,0.39,2.44,1.2,2.731,1.17,5.45,1.6,1.55,1.01,4.31,1.2,3.907,11.855,23.182,21.871,35.121,36.119,0.791,1.164,0.692,0.317,0.022,0.06,0.8,1.22,0.859,1.629,55,35,1,7,2.2,7.6,6.36,9.03,0.77,2.83,0.79,2.96,0.86,2.74,11.579,3.277
111,CsCl221,CsCl,Cubic,CsCl,Pm3(-)m,8.1,555,221,mp-22865,"{'Cl': 1.0, 'Cs': 1.0}",1.931117333315397,3.749127275,37.28411462,1.0,1.0,6.141,6.2235,6.141,4.4561,6.141,8.1785,2.6,1.0,2.98,0.79,1.65,0.28,1.67,0.27,2.44,1.02,2.731,0.91,5.45,1.41,1.55,1.0,4.31,1.01,3.907,13.011,23.182,23.889,35.121,39.749,0.791,1.266,0.692,0.212,0.022,0.033,0.8,1.4,0.859,1.8,55,17,1,7,2.2,6.1,6.36,6.12,0.77,2.98,0.79,3.16,0.86,2.83,11.579,2.886
112,CsI221,CsI,Cubic,CsCl,Pm3(-)m,6.3,555,221,mp-1056920,"{'Cs': 1.0, 'I': 1.0}",2.127353532701546,4.249039227,50.76730235,1.0,1.0,6.141,7.1802,6.141,4.7102,6.141,9.8103,2.6,1.4,2.98,1.15,1.65,0.46,1.67,0.95,2.44,1.39,2.731,1.39,5.45,1.69,1.55,1.17,4.31,1.585,3.907,10.487,23.182,19.198,35.121,33.114,0.791,1.111,0.692,0.433,0.022,0.081,0.8,1.11,0.859,1.519,55,53,1,7,2.2,7.6,6.36,11.61,0.77,2.76,0.79,2.66,0.86,2.21,11.579,4.263
